id,time,huabinup,xiaoyinup,zhonghbeiindown,zhonghbeiinup,zhonghnanindown,zhonghnaninup,songjinup,xinindown,xianindown,shuginup,lianhindown
3989,2016/1/3 20:20,41,37,15,6,15,8,38,51,20,22,57
3990,2016/1/3 20:25,34,31,14,8,13,10,41,60,21,25,64
3991,2016/1/3 20:30,51,26,14,6,18,10,44,65,20,23,77
3992,2016/1/3 20:35,32,20,8,6,13,16,35,65,25,26,73
3993,2016/1/3 20:40,36,19,12,4,10,12,23,47,21,20,72
3994,2016/1/3 20:45,55,20,17,4,13,8,35,49,16,25,52
3995,2016/1/3 20:50,33,19,11,1,19,10,30,59,25,21,49
3996,2016/1/3 20:55,32,21,11,7,18,10,40,44,22,28,54
3997,2016/1/3 21:00,35,20,18,8,14,9,29,49,19,27,62
3998,2016/1/3 21:05,32,20,11,8,18,11,20,45,12,13,44
3999,2016/1/3 21:10,38,27,12,3,14,7,35,49,11,12,34
4000,2016/1/3 21:15,31,20,17,2,8,7,23,39,14,20,42
4001,2016/1/3 21:20,26,21,8,3,7,6,33,44,14,14,44
4002,2016/1/3 21:25,31,26,12,8,17,10,31,42,16,20,53
4003,2016/1/3 21:30,45,12,15,6,14,11,26,43,19,10,39
4004,2016/1/3 21:35,24,28,15,5,11,5,28,49,18,19,44
4005,2016/1/3 21:40,28,13,12,2,9,7,28,43,5,24,51
4006,2016/1/3 21:45,15,17,13,3,2,6,22,31,18,25,51
4007,2016/1/3 21:50,17,18,11,6,5,5,22,31,11,24,44
4008,2016/1/3 21:55,15,12,7,6,8,8,23,31,11,15,37
4009,2016/1/3 22:00,13,18,14,3,6,3,18,31,10,15,33
4010,2016/1/3 22:05,27,18,13,4,7,3,22,22,4,16,33
4011,2016/1/3 22:10,60,11,9,3,10,3,20,32,10,11,22
4012,2016/1/3 22:15,45,14,7,1,10,7,16,54,16,10,34
4013,2016/1/3 22:20,59,17,13,5,11,6,21,58,9,13,45
4014,2016/1/3 22:25,47,14,16,0,10,4,19,53,18,11,49
4015,2016/1/3 22:30,33,14,11,0,8,1,15,56,14,7,38
4016,2016/1/3 22:35,34,7,4,6,4,5,14,34,11,13,42
4017,2016/1/3 22:40,39,7,9,4,10,4,16,34,13,9,19
4018,2016/1/3 22:45,29,13,6,2,8,4,15,40,12,12,37
4019,2016/1/3 22:50,31,8,9,3,4,3,15,34,12,8,21
4020,2016/1/3 22:55,15,11,3,2,2,4,21,45,5,15,36
4021,2016/1/3 23:00,7,9,5,2,1,3,10,35,10,14,35
4022,2016/1/3 23:05,13,9,4,2,5,3,9,16,7,9,19
4023,2016/1/3 23:10,6,7,6,0,3,2,22,11,5,6,16
4024,2016/1/3 23:15,5,6,2,3,4,3,19,14,9,8,20
4025,2016/1/3 23:20,25,2,9,3,2,3,11,12,7,5,15
4026,2016/1/3 23:25,32,7,14,2,5,2,16,22,10,10,27
4027,2016/1/3 23:30,15,6,7,1,5,2,14,20,7,2,18
4028,2016/1/3 23:35,11,7,13,5,6,0,16,16,6,5,18
4029,2016/1/3 23:40,5,11,4,3,2,1,18,12,5,11,18
4030,2016/1/3 23:45,10,7,4,1,8,3,7,16,6,6,16
4031,2016/1/3 23:50,5,11,6,3,6,4,13,3,4,6,11
4032,2016/1/3 23:55,7,4,2,1,5,2,6,13,8,9,19
4033,2016/1/4 0:00,7,11,5,0,3,1,15,8,4,5,15
4034,2016/1/4 0:05,5,3,2,0,0,1,10,12,8,6,8
4035,2016/1/4 0:10,5,2,3,2,3,0,12,14,5,4,13
4036,2016/1/4 0:15,7,10,3,1,4,2,7,5,8,4,5
4037,2016/1/4 0:20,10,8,7,1,4,0,7,9,1,3,9
4038,2016/1/4 0:25,9,3,3,0,2,1,9,12,4,8,11
4039,2016/1/4 0:30,5,1,2,3,1,2,7,11,4,6,10
4040,2016/1/4 0:35,8,1,5,2,2,2,4,4,4,7,12
4041,2016/1/4 0:40,3,5,1,3,2,1,9,3,0,3,10
4042,2016/1/4 0:45,6,4,5,0,2,0,12,11,6,8,14
4043,2016/1/4 0:50,4,3,3,2,1,4,6,9,10,4,9
4044,2016/1/4 0:55,11,4,5,5,3,0,7,3,1,7,8
4045,2016/1/4 1:00,5,4,4,2,3,4,5,12,8,10,12
4046,2016/1/4 1:05,5,7,1,0,1,2,5,9,3,2,6
4047,2016/1/4 1:10,4,4,1,0,2,2,10,10,4,5,10
4048,2016/1/4 1:15,3,3,2,1,3,3,5,6,4,8,11
4049,2016/1/4 1:20,6,1,1,0,4,0,2,2,9,1,2
4050,2016/1/4 1:25,8,2,3,0,4,0,4,1,3,7,9
4051,2016/1/4 1:30,16,5,7,2,4,0,5,2,3,3,5
4052,2016/1/4 1:35,9,1,2,1,6,1,2,5,0,8,10
4053,2016/1/4 1:40,2,5,4,1,0,0,2,5,2,4,8
4054,2016/1/4 1:45,5,4,3,1,0,0,3,4,1,1,3
4055,2016/1/4 1:50,5,7,4,1,3,0,6,7,0,4,5
4056,2016/1/4 1:55,5,4,3,0,3,1,6,7,2,3,5
4057,2016/1/4 2:00,5,3,3,0,1,0,8,13,4,4,8
4058,2016/1/4 2:05,3,2,1,0,0,0,5,1,1,12,14
4059,2016/1/4 2:10,1,1,1,3,0,2,6,5,4,4,6
4060,2016/1/4 2:15,13,1,4,0,2,0,3,6,2,1,5
4061,2016/1/4 2:20,7,0,0,1,3,0,4,3,2,3,3
4062,2016/1/4 2:25,11,3,8,2,1,1,3,6,5,4,7
4063,2016/1/4 2:30,6,1,1,2,1,0,4,3,3,5,7
4064,2016/1/4 2:35,10,1,0,0,2,0,3,6,6,2,5
4065,2016/1/4 2:40,4,5,1,0,4,0,3,6,1,3,8
4066,2016/1/4 2:45,8,0,3,1,0,0,2,3,4,6,7
4067,2016/1/4 2:50,6,5,5,0,3,1,2,7,1,5,5
4068,2016/1/4 2:55,7,2,2,1,1,0,1,2,1,1,2
4069,2016/1/4 3:00,3,2,0,0,2,0,1,3,4,3,5
4070,2016/1/4 3:05,4,2,1,2,0,0,3,6,2,4,3
4071,2016/1/4 3:10,6,4,0,0,1,2,0,5,5,4,4
4072,2016/1/4 3:15,5,1,2,0,2,0,3,5,4,3,3
4073,2016/1/4 3:20,5,2,2,1,0,1,4,6,4,4,3
4074,2016/1/4 3:25,9,2,1,0,1,1,2,5,4,4,8
4075,2016/1/4 3:30,5,3,1,1,4,2,8,2,6,3,5
4076,2016/1/4 3:35,8,4,2,1,0,0,3,5,8,0,3
4077,2016/1/4 3:40,4,4,1,0,0,0,2,6,3,0,4
4078,2016/1/4 3:45,7,2,1,0,1,0,1,6,5,1,1
4079,2016/1/4 3:50,8,1,3,0,2,0,6,3,3,2,4
4080,2016/1/4 3:55,8,0,1,0,2,0,5,4,3,1,4
4081,2016/1/4 4:00,6,4,3,1,1,0,3,4,6,2,2
4082,2016/1/4 4:05,8,2,1,1,1,1,6,6,5,2,3
4083,2016/1/4 4:10,4,6,1,0,1,0,8,6,7,7,11
4084,2016/1/4 4:15,7,2,0,0,3,0,4,5,5,3,9
4085,2016/1/4 4:20,9,4,2,2,1,1,3,5,3,2,4
4086,2016/1/4 4:25,13,5,3,0,2,1,4,8,4,3,5
4087,2016/1/4 4:30,6,2,2,0,2,0,6,7,6,7,7
4088,2016/1/4 4:35,8,3,0,1,2,1,8,8,9,3,7
4089,2016/1/4 4:40,14,7,2,1,1,1,8,12,4,8,8
4090,2016/1/4 4:45,7,8,1,1,3,0,7,15,4,5,9
4091,2016/1/4 4:50,10,4,2,2,5,1,8,13,5,2,3
4092,2016/1/4 4:55,10,7,3,1,3,1,7,13,5,11,17
4093,2016/1/4 5:00,11,6,2,0,2,1,6,12,5,7,13
4094,2016/1/4 5:05,12,6,1,0,6,1,9,12,8,11,17
4095,2016/1/4 5:10,25,16,5,1,3,1,12,12,8,6,12
4096,2016/1/4 5:15,13,10,5,1,7,1,9,22,11,11,12
4097,2016/1/4 5:20,25,17,6,4,5,3,20,24,9,8,20
4098,2016/1/4 5:25,20,16,6,4,9,0,8,21,14,6,11
4099,2016/1/4 5:30,22,19,8,5,11,3,18,17,17,13,21
4100,2016/1/4 5:35,18,23,3,3,7,1,21,32,12,10,29
4101,2016/1/4 5:40,30,28,12,10,8,3,24,33,14,19,42
4102,2016/1/4 5:45,30,29,6,3,12,1,29,52,16,19,35
4103,2016/1/4 5:50,37,37,10,9,14,3,36,45,18,9,29
4104,2016/1/4 5:55,26,36,16,11,11,3,40,63,19,18,57
4105,2016/1/4 6:00,42,40,10,16,15,13,55,56,17,19,50
4106,2016/1/4 6:05,32,56,7,18,16,14,71,57,21,19,82
4107,2016/1/4 6:10,47,63,10,22,20,10,105,78,48,32,103
4108,2016/1/4 6:15,46,71,12,28,21,25,102,95,63,45,128
4109,2016/1/4 6:20,57,105,16,31,30,35,148,92,66,49,152
4110,2016/1/4 6:25,48,123,10,47,27,37,145,92,91,59,227
4111,2016/1/4 6:30,89,136,20,58,42,41,164,114,102,71,226
4112,2016/1/4 6:35,77,136,18,63,35,53,179,113,124,62,278
4113,2016/1/4 6:40,104,156,26,62,41,44,167,94,116,53,262
4114,2016/1/4 6:45,104,125,19,64,32,51,133,87,127,59,281
4115,2016/1/4 6:50,115,161,23,61,38,53,142,101,126,67,303
4116,2016/1/4 6:55,113,133,16,55,35,36,144,90,119,57,298
4117,2016/1/4 7:00,110,156,14,41,59,31,144,78,114,50,278
4118,2016/1/4 7:05,118,146,17,33,65,33,130,62,161,43,220
4119,2016/1/4 7:10,106,117,29,50,63,59,146,56,156,32,249
4120,2016/1/4 7:15,118,124,36,59,62,26,152,61,155,26,206
4121,2016/1/4 7:20,104,126,39,41,67,38,116,65,169,46,237
4122,2016/1/4 7:25,121,111,62,32,56,37,139,66,159,43,142
4123,2016/1/4 7:30,113,126,42,37,78,24,150,59,146,32,173
4124,2016/1/4 7:35,108,118,53,26,72,33,123,64,140,39,145
4125,2016/1/4 7:40,123,127,65,17,81,36,143,65,138,33,169
4126,2016/1/4 7:45,103,111,30,18,66,35,142,66,115,41,177
4127,2016/1/4 7:50,124,131,62,34,74,29,124,68,122,38,81
4128,2016/1/4 7:55,114,108,64,24,69,18,137,76,128,38,93
4129,2016/1/4 8:00,116,97,51,27,60,28,101,98,121,42,92
4130,2016/1/4 8:05,111,112,52,32,63,21,123,98,86,40,75
4131,2016/1/4 8:10,105,98,53,21,62,21,112,85,57,36,88
4132,2016/1/4 8:15,110,98,54,27,53,30,106,94,102,46,110
4133,2016/1/4 8:20,112,99,49,32,63,26,95,91,90,30,152
4134,2016/1/4 8:25,118,116,54,25,58,33,90,101,118,28,166
4135,2016/1/4 8:30,106,103,45,26,64,21,83,76,122,52,179
4136,2016/1/4 8:35,95,105,49,23,47,21,117,110,113,55,166
4137,2016/1/4 8:40,109,89,43,21,46,18,91,112,123,42,187
4138,2016/1/4 8:45,142,86,51,23,56,22,99,129,123,67,188
4139,2016/1/4 8:50,123,95,60,21,53,33,107,121,126,63,169
4140,2016/1/4 8:55,119,99,51,32,58,23,87,127,104,74,192
4141,2016/1/4 9:00,106,105,58,35,40,39,99,102,112,71,232
4142,2016/1/4 9:05,99,91,45,31,43,31,107,94,79,69,208
4143,2016/1/4 9:10,118,86,37,35,37,31,90,94,89,72,160
4144,2016/1/4 9:15,91,96,50,33,53,20,95,96,94,83,122
4145,2016/1/4 9:20,110,94,51,26,52,28,79,91,98,55,159
4146,2016/1/4 9:25,88,77,35,22,33,38,91,75,84,69,148
4147,2016/1/4 9:30,112,80,43,30,37,25,95,95,80,58,144
4148,2016/1/4 9:35,94,75,40,24,42,38,95,108,78,62,162
4149,2016/1/4 9:40,123,96,43,16,35,26,88,102,68,51,172
4150,2016/1/4 9:45,118,76,50,28,47,31,95,97,69,55,185
4151,2016/1/4 9:50,110,82,36,9,36,30,85,118,93,66,204
4152,2016/1/4 9:55,124,80,52,19,39,16,80,90,72,78,205
4153,2016/1/4 10:00,127,63,40,27,36,25,65,127,62,58,169
4154,2016/1/4 10:05,122,67,55,24,41,27,94,102,61,74,166
4155,2016/1/4 10:10,159,83,53,22,37,33,84,122,68,61,187
4156,2016/1/4 10:15,96,82,53,21,45,32,91,102,72,82,191
4157,2016/1/4 10:20,114,103,47,19,55,27,76,127,65,60,216
4158,2016/1/4 10:25,84,81,46,25,36,33,85,106,62,65,181
4159,2016/1/4 10:30,120,69,44,17,47,29,76,106,59,57,202
4160,2016/1/4 10:35,84,62,39,18,38,28,75,99,53,70,173
4161,2016/1/4 10:40,130,74,42,14,46,33,86,85,71,69,163
4162,2016/1/4 10:45,114,75,40,16,42,30,76,96,49,60,185
4163,2016/1/4 10:50,93,69,31,20,44,19,69,109,65,64,192
4164,2016/1/4 10:55,104,72,50,21,50,27,74,108,50,51,152
4165,2016/1/4 11:00,105,66,36,17,41,32,74,94,60,55,152
4166,2016/1/4 11:05,92,42,35,19,34,22,67,105,56,59,154
4167,2016/1/4 11:10,97,84,39,15,24,27,69,88,50,36,147
4168,2016/1/4 11:15,84,66,32,12,32,24,71,111,53,54,121
4169,2016/1/4 11:20,93,59,23,14,48,22,54,104,55,50,152
4170,2016/1/4 11:25,85,70,38,16,23,27,64,108,59,60,131
4171,2016/1/4 11:30,81,61,25,18,36,19,66,108,51,52,135
4172,2016/1/4 11:35,83,53,29,11,37,26,60,88,56,40,146
4173,2016/1/4 11:40,92,67,47,21,36,28,58,83,44,43,110
4174,2016/1/4 11:45,82,56,37,18,32,18,69,98,70,51,113
4175,2016/1/4 11:50,80,55,32,15,23,30,83,87,45,69,141
4176,2016/1/4 11:55,62,39,28,19,22,16,82,101,56,51,138
4177,2016/1/4 12:00,76,68,40,21,23,17,100,89,51,43,121
4178,2016/1/4 12:05,74,70,33,12,30,17,72,67,58,49,123
4179,2016/1/4 12:10,79,44,39,12,34,14,46,95,53,62,141
4180,2016/1/4 12:15,76,51,31,15,30,36,87,84,39,51,116
4181,2016/1/4 12:20,93,49,31,13,34,21,64,101,44,52,120
4182,2016/1/4 12:25,79,61,31,11,34,27,65,61,53,46,126
4183,2016/1/4 12:30,93,53,43,14,28,40,84,87,52,53,138
4184,2016/1/4 12:35,89,60,39,12,34,35,81,77,58,54,152
4185,2016/1/4 12:40,96,61,36,17,32,33,79,110,50,54,148
4186,2016/1/4 12:45,82,80,39,8,38,29,73,93,52,53,154
4187,2016/1/4 12:50,83,56,37,13,32,19,77,86,36,64,169
4188,2016/1/4 12:55,98,86,44,16,46,26,77,90,58,53,136
4189,2016/1/4 13:00,76,62,33,9,22,19,86,94,64,68,144
4190,2016/1/4 13:05,64,60,26,12,27,27,68,96,55,77,178
4191,2016/1/4 13:10,109,62,41,21,36,27,55,88,52,53,139
4192,2016/1/4 13:15,71,56,35,18,36,28,60,97,49,64,146
4193,2016/1/4 13:20,118,59,45,16,30,33,79,92,41,61,155
4194,2016/1/4 13:25,62,63,38,13,28,36,74,107,62,68,139
4195,2016/1/4 13:30,101,59,56,17,34,32,49,96,63,60,153
4196,2016/1/4 13:35,75,53,47,18,32,21,61,77,38,61,138
4197,2016/1/4 13:40,88,51,36,17,37,29,74,87,48,57,140
4198,2016/1/4 13:45,82,56,38,7,35,28,69,83,49,64,179
4199,2016/1/4 13:50,99,79,38,24,33,29,82,89,39,44,126
4200,2016/1/4 13:55,77,68,35,6,43,34,71,115,46,53,156
4201,2016/1/4 14:00,89,57,30,20,30,34,55,95,61,50,127
4202,2016/1/4 14:05,72,69,32,21,35,27,76,93,51,46,118
4203,2016/1/4 14:10,105,62,30,23,35,38,70,93,38,55,130
4204,2016/1/4 14:15,92,70,35,13,33,38,66,95,45,50,135
4205,2016/1/4 14:20,78,77,38,23,28,30,13,108,43,51,128
4206,2016/1/4 14:25,102,61,39,17,46,37,0,119,61,75,136
4207,2016/1/4 14:30,98,50,25,18,47,30,31,97,63,53,98
4208,2016/1/4 14:35,80,60,36,17,30,30,63,104,81,49,122
4209,2016/1/4 14:40,96,67,38,13,40,34,61,99,48,47,106
4210,2016/1/4 14:45,91,67,38,25,43,23,58,107,57,68,137
4211,2016/1/4 14:50,105,51,37,17,45,39,85,84,44,44,110
4212,2016/1/4 14:55,83,72,34,17,35,39,68,99,65,45,108
4213,2016/1/4 15:00,123,61,36,12,36,30,88,88,51,41,121
4214,2016/1/4 15:05,86,58,43,12,38,31,57,85,59,49,142
4215,2016/1/4 15:10,108,66,32,13,41,25,57,109,50,56,126
4216,2016/1/4 15:15,90,57,37,18,46,34,67,96,49,42,106
4217,2016/1/4 15:20,93,61,31,20,34,40,65,114,51,31,118
4218,2016/1/4 15:25,94,71,34,22,44,23,71,115,63,59,138
4219,2016/1/4 15:30,96,69,40,19,41,24,72,102,56,41,117
4220,2016/1/4 15:35,75,74,34,22,48,26,60,100,68,48,122
4221,2016/1/4 15:40,122,84,40,19,51,19,67,97,46,51,118
4222,2016/1/4 15:45,89,63,36,17,46,19,78,107,55,53,120
4223,2016/1/4 15:50,102,83,38,23,47,15,70,118,61,68,149
4224,2016/1/4 15:55,98,79,38,13,66,28,59,114,46,48,91
4225,2016/1/4 16:00,123,65,40,18,30,27,97,110,58,46,125
4226,2016/1/4 16:05,97,76,37,17,50,17,78,127,48,45,122
4227,2016/1/4 16:10,145,100,52,17,63,29,72,126,56,55,153
4228,2016/1/4 16:15,127,71,41,19,55,27,84,114,51,42,120
4229,2016/1/4 16:20,145,80,38,16,64,32,83,146,61,51,147
4230,2016/1/4 16:25,129,80,42,23,66,32,86,132,63,53,175
4231,2016/1/4 16:30,171,84,46,21,60,23,74,138,76,47,148
4232,2016/1/4 16:35,139,87,46,24,50,30,80,142,63,41,161
4233,2016/1/4 16:40,174,103,52,28,53,24,87,138,66,72,219
4234,2016/1/4 16:45,176,72,34,25,58,21,96,110,68,51,154
4235,2016/1/4 16:50,135,91,27,27,57,10,85,100,72,50,167
4236,2016/1/4 16:55,128,73,28,18,39,17,75,118,86,59,202
4237,2016/1/4 17:00,166,72,42,25,32,13,86,94,76,55,186
4238,2016/1/4 17:05,129,91,36,22,26,18,106,84,85,45,183
4239,2016/1/4 17:10,147,82,50,24,27,20,84,70,73,55,192
4240,2016/1/4 17:15,133,60,57,22,26,15,64,95,84,40,168
4241,2016/1/4 17:20,129,80,47,2,52,31,72,81,83,24,140
4242,2016/1/4 17:25,130,78,61,13,31,26,86,117,67,38,170
4243,2016/1/4 17:30,125,60,62,12,52,18,71,105,94,54,196
4244,2016/1/4 17:35,101,70,41,14,71,19,74,97,112,51,200
4245,2016/1/4 17:40,104,58,38,15,43,12,53,100,78,68,198
4246,2016/1/4 17:45,105,56,42,4,60,18,51,99,50,59,177
4247,2016/1/4 17:50,111,57,31,18,51,11,39,96,39,42,128
4248,2016/1/4 17:55,99,49,32,10,51,19,49,84,39,51,131
4249,2016/1/4 18:00,91,45,24,14,50,18,44,70,45,34,109
4250,2016/1/4 18:05,66,68,40,10,43,14,44,95,44,40,121
4251,2016/1/4 18:10,84,43,27,22,46,14,48,74,31,55,140
4252,2016/1/4 18:15,91,56,35,13,46,16,49,77,31,48,124
4253,2016/1/4 18:20,80,58,37,8,49,15,49,81,48,33,90
4254,2016/1/4 18:25,74,54,31,13,36,14,33,81,32,32,116
4255,2016/1/4 18:30,64,44,32,14,28,15,49,73,26,30,110
4256,2016/1/4 18:35,62,31,25,10,25,16,46,72,36,23,100
4257,2016/1/4 18:40,66,38,15,9,29,17,46,90,31,36,81
4258,2016/1/4 18:45,61,40,23,6,25,9,57,77,22,19,84
4259,2016/1/4 18:50,59,30,21,7,23,14,38,68,38,14,73
4260,2016/1/4 18:55,54,34,17,7,26,10,45,78,41,30,61
4261,2016/1/4 19:00,49,40,20,13,31,12,36,67,27,31,79
4262,2016/1/4 19:05,60,37,23,4,25,9,40,58,35,25,57
4263,2016/1/4 19:10,41,33,25,10,17,11,35,57,27,46,89
4264,2016/1/4 19:15,39,27,14,10,21,15,43,64,35,24,57
4265,2016/1/4 19:20,37,35,18,7,18,7,35,61,22,35,83
4266,2016/1/4 19:25,30,41,24,7,16,13,31,55,19,29,67
4267,2016/1/4 19:30,45,31,23,5,25,15,40,54,12,22,63
4268,2016/1/4 19:35,33,29,14,8,10,13,38,43,16,20,51
4269,2016/1/4 19:40,38,27,21,9,22,15,38,59,28,19,60
4270,2016/1/4 19:45,34,42,18,9,25,10,38,45,19,26,59
4271,2016/1/4 19:50,49,29,23,9,25,13,41,57,29,27,58
4272,2016/1/4 19:55,45,25,19,7,25,8,23,51,29,18,52
4273,2016/1/4 20:00,42,28,22,9,15,11,32,52,16,29,59
4274,2016/1/4 20:05,27,42,11,7,26,7,53,41,17,31,64
4275,2016/1/4 20:10,40,32,22,3,15,9,47,53,21,29,72
4276,2016/1/4 20:15,39,30,18,7,20,12,27,42,29,20,60
4277,2016/1/4 20:20,35,34,22,5,9,9,38,40,20,19,53
4278,2016/1/4 20:25,25,19,13,3,13,15,38,53,22,22,60
4279,2016/1/4 20:30,43,19,20,4,21,6,34,48,27,28,63
4280,2016/1/4 20:35,33,22,10,9,16,9,33,26,18,15,48
4281,2016/1/4 20:40,42,24,16,6,14,8,23,45,18,27,63
4282,2016/1/4 20:45,32,29,15,5,14,13,31,50,22,20,49
4283,2016/1/4 20:50,30,25,17,4,20,8,34,41,13,28,68
4284,2016/1/4 20:55,29,24,25,8,13,4,40,51,15,27,58
4285,2016/1/4 21:00,26,23,11,16,6,8,30,37,17,24,55
4286,2016/1/4 21:05,29,29,12,10,15,8,23,43,16,12,41
4287,2016/1/4 21:10,29,19,12,8,17,6,26,44,23,18,47
4288,2016/1/4 21:15,24,31,18,8,14,7,31,43,15,23,48
4289,2016/1/4 21:20,25,26,12,9,14,5,35,48,8,26,45
4290,2016/1/4 21:25,17,15,13,5,8,7,21,38,22,19,49
4291,2016/1/4 21:30,27,18,13,1,8,9,27,30,11,23,49
4292,2016/1/4 21:35,13,19,9,0,6,8,20,31,10,13,37
4293,2016/1/4 21:40,18,16,7,4,20,6,30,24,14,15,38
4294,2016/1/4 21:45,24,23,10,6,10,9,28,22,12,22,47
4295,2016/1/4 21:50,16,13,11,11,4,5,23,45,13,9,31
4296,2016/1/4 21:55,19,12,9,4,11,6,20,29,12,17,32
4297,2016/1/4 22:00,23,9,18,5,6,11,24,24,15,14,38
4298,2016/1/4 22:05,20,9,13,5,5,6,22,29,8,10,24
4299,2016/1/4 22:10,33,9,9,1,10,5,12,31,11,13,30
4300,2016/1/4 22:15,31,16,7,2,9,2,14,25,10,11,25
4301,2016/1/4 22:20,26,16,10,0,8,4,13,26,12,14,30
4302,2016/1/4 22:25,17,8,4,2,4,2,19,35,10,14,32
4303,2016/1/4 22:30,18,17,5,2,7,3,11,24,9,15,39
4304,2016/1/4 22:35,21,15,11,4,5,4,19,27,5,9,22
4305,2016/1/4 22:40,20,5,5,1,5,6,11,23,11,11,23
4306,2016/1/4 22:45,20,8,13,4,4,0,15,23,7,3,14
4307,2016/1/4 22:50,24,10,11,1,7,1,21,19,8,12,24
4308,2016/1/4 22:55,10,16,10,4,11,4,17,25,10,8,18
4309,2016/1/4 23:00,8,12,9,8,4,3,14,21,6,5,15
4310,2016/1/4 23:05,9,9,4,0,5,2,17,22,4,8,14
4311,2016/1/4 23:10,8,14,13,3,3,5,14,15,4,12,32
4312,2016/1/4 23:15,10,8,8,3,3,2,11,13,5,7,14
4313,2016/1/4 23:20,21,14,9,2,5,2,11,16,4,11,28
4314,2016/1/4 23:25,19,9,16,2,4,4,5,17,5,10,14
4315,2016/1/4 23:30,9,7,5,1,6,3,11,9,7,5,20
4316,2016/1/4 23:35,12,9,3,4,3,2,16,16,2,9,15
4317,2016/1/4 23:40,9,8,5,0,3,3,17,18,4,4,14
4318,2016/1/4 23:45,3,8,7,5,2,2,9,13,9,3,15
4319,2016/1/4 23:50,6,7,6,2,2,2,8,12,5,5,10
4320,2016/1/4 23:55,7,8,6,2,1,3,11,11,4,8,11
4321,2016/1/5 0:00,7,6,3,2,0,1,9,11,7,5,13
4322,2016/1/5 0:05,5,5,0,2,1,2,9,7,2,8,16
4323,2016/1/5 0:10,8,1,5,0,3,4,13,10,3,5,17
4324,2016/1/5 0:15,5,6,1,1,4,4,10,11,4,6,20
4325,2016/1/5 0:20,11,4,7,2,2,1,8,9,1,3,10
4326,2016/1/5 0:25,4,8,7,0,3,4,5,8,4,8,14
4327,2016/1/5 0:30,4,4,1,1,4,3,9,7,6,4,6
4328,2016/1/5 0:35,4,9,7,4,2,1,8,4,7,3,7
4329,2016/1/5 0:40,7,7,6,0,0,3,5,3,3,10,17
4330,2016/1/5 0:45,8,4,4,1,4,5,8,10,1,11,12
4331,2016/1/5 0:50,11,5,8,1,5,0,8,5,5,5,18
4332,2016/1/5 0:55,12,8,7,0,6,2,10,10,2,6,11
4333,2016/1/5 1:00,6,6,4,3,1,1,6,10,4,6,11
4334,2016/1/5 1:05,5,6,2,0,1,2,7,9,4,5,6
4335,2016/1/5 1:10,5,2,3,1,0,1,5,6,6,5,14
4336,2016/1/5 1:15,7,2,3,0,5,0,6,7,2,1,3
4337,2016/1/5 1:20,5,4,2,1,2,0,5,5,4,7,15
4338,2016/1/5 1:25,5,3,1,0,2,3,4,4,1,3,4
4339,2016/1/5 1:30,8,3,4,1,1,2,5,7,1,3,8
4340,2016/1/5 1:35,6,3,4,1,3,3,7,7,1,0,4
4341,2016/1/5 1:40,3,2,4,2,1,0,5,6,1,3,11
4342,2016/1/5 1:45,7,3,3,1,2,2,4,3,2,3,7
4343,2016/1/5 1:50,5,2,1,0,0,2,5,8,1,6,7
4344,2016/1/5 1:55,1,6,4,1,0,1,2,8,0,1,6
4345,2016/1/5 2:00,3,2,3,0,2,1,2,8,2,0,1
4346,2016/1/5 2:05,4,2,1,2,3,2,4,1,1,2,5
4347,2016/1/5 2:10,3,1,1,1,0,1,2,3,2,2,4
4348,2016/1/5 2:15,5,3,1,0,2,0,1,8,1,4,8
4349,2016/1/5 2:20,5,3,3,1,1,1,2,5,0,3,3
4350,2016/1/5 2:25,7,4,4,1,0,1,3,2,1,4,5
4351,2016/1/5 2:30,6,1,2,0,0,0,5,6,5,1,5
4352,2016/1/5 2:35,1,2,0,1,0,0,2,8,3,1,2
4353,2016/1/5 2:40,4,1,1,0,0,0,4,1,3,2,2
4354,2016/1/5 2:45,3,6,2,0,1,0,0,3,3,1,3
4355,2016/1/5 2:50,6,4,0,1,1,0,4,4,2,1,2
4356,2016/1/5 2:55,5,5,3,0,2,1,5,7,5,1,2
4357,2016/1/5 3:00,6,3,1,0,1,0,3,5,1,3,8
4358,2016/1/5 3:05,2,4,2,0,0,0,0,8,2,1,2
4359,2016/1/5 3:10,3,3,1,1,0,0,5,5,1,0,0
4360,2016/1/5 3:15,5,4,0,2,2,0,1,4,4,1,2
4361,2016/1/5 3:20,4,0,1,1,1,0,3,6,0,5,6
4362,2016/1/5 3:25,9,4,1,1,4,2,4,2,2,3,7
4363,2016/1/5 3:30,5,3,4,0,1,0,5,9,2,3,6
4364,2016/1/5 3:35,7,0,0,0,1,1,7,5,6,3,5
4365,2016/1/5 3:40,6,1,0,0,2,1,3,6,6,0,2
4366,2016/1/5 3:45,5,4,4,1,1,0,1,5,2,0,3
4367,2016/1/5 3:50,5,4,1,0,2,1,8,5,3,3,5
4368,2016/1/5 3:55,5,2,0,2,1,0,2,2,6,1,7
4369,2016/1/5 4:00,6,5,0,2,0,1,4,8,4,4,6
4370,2016/1/5 4:05,5,5,1,3,3,0,9,7,6,1,2
4371,2016/1/5 4:10,9,1,1,0,0,0,3,8,4,5,13
4372,2016/1/5 4:15,6,6,3,0,3,0,5,8,4,2,1
4373,2016/1/5 4:20,11,1,3,1,1,3,6,7,10,0,5
4374,2016/1/5 4:25,7,5,0,0,2,1,5,7,4,3,4
